Price,Close,High,Low,Open,Volume
Ticker,FTNT,FTNT,FTNT,FTNT,FTNT
Date,,,,,
2025-04-29,104.20999908447266,104.54000091552734,101.97000122070312,102.0199966430664,3128900
2025-04-30,103.76000213623047,103.9800033569336,100.33999633789062,101.86000061035156,5456900
2025-05-01,104.20999908447266,106.41000366210938,104.13999938964844,104.87999725341797,4088300
2025-05-02,106.18000030517578,106.6500015258789,104.62999725341797,105.70999908447266,3795600
2025-05-05,108.69000244140625,109.33000183105469,104.45999908447266,104.56999969482422,5447100
2025-05-06,107.13999938964844,108.51000213623047,105.43000030517578,105.98999786376953,4775200
2025-05-07,106.72000122070312,107.44000244140625,105.47000122070312,106.04000091552734,6859300
2025-05-08,97.73999786376953,99.2699966430664,93.25,97.5999984741211,15635100
2025-05-09,97.41999816894531,98.37999725341797,95.41999816894531,98.33000183105469,5721200
2025-05-12,102.04000091552734,102.12999725341797,99.19000244140625,99.8499984741211,6251500
2025-05-13,105.05000305175781,105.5,101.27999877929688,101.48999786376953,5890000
2025-05-14,103.2300033569336,105.97000122070312,102.68000030517578,105.0999984741211,4513500
2025-05-15,102.55999755859375,103.4000015258789,101.33999633789062,102.5,4680100
2025-05-16,104.58999633789062,105.11000061035156,102.69000244140625,103.2300033569336,4510500
2025-05-19,104.75,104.94999694824219,103.5,103.55999755859375,3562300
2025-05-20,104.79000091552734,104.88999938964844,103.19999694824219,104.88999938964844,3958300
2025-05-21,102.83999633789062,104.77999877929688,102.75,103.69999694824219,4423700
2025-05-22,103.62000274658203,104.69000244140625,103.08000183105469,103.33000183105469,3655100
2025-05-23,103.16000366210938,103.52999877929688,101.58000183105469,102.16000366210938,3768800
2025-05-27,104.73999786376953,106.05999755859375,104.16999816894531,104.19999694824219,4249100
2025-05-28,104.51000213623047,105.58000183105469,104.22000122070312,104.73999786376953,3740100
2025-05-29,102.04000091552734,105.5,100.9000015258789,105.22000122070312,4731600
2025-05-30,101.77999877929688,102.4800033569336,100.54000091552734,102.19999694824219,17093000
2025-06-02,102.47000122070312,102.5199966430664,99.8499984741211,101.0999984741211,5242600
2025-06-03,102.87999725341797,103.16999816894531,102.05999755859375,102.26000213623047,3789900
2025-06-04,101.62000274658203,102.83999633789062,101.31999969482422,102.5,3392800
2025-06-05,103.5,103.9800033569336,101.75,102.06999969482422,3368100
2025-06-06,104.94000244140625,105.19999694824219,103.7300033569336,104.31999969482422,3296600
2025-06-09,102.08000183105469,105.0,101.94000244140625,104.7300033569336,3904800
2025-06-10,101.62999725341797,102.9000015258789,101.06999969482422,102.33000183105469,3789300
2025-06-11,102.0199966430664,104.01000213623047,100.13999938964844,101.41999816894531,4220300
2025-06-12,101.66000366210938,102.79000091552734,101.47000122070312,101.83999633789062,2946600
2025-06-13,100.83000183105469,103.33999633789062,100.30999755859375,100.77999877929688,3425200
2025-06-16,101.94999694824219,103.2300033569336,101.0999984741211,101.0999984741211,3519800
2025-06-17,102.87999725341797,104.5,101.30000305175781,101.52999877929688,4096000
2025-06-18,100.81999969482422,103.4000015258789,99.83999633789062,103.26000213623047,4337300
