Price,Close,High,Low,Open,Volume
Ticker,EXC,EXC,EXC,EXC,EXC
Date,,,,,
2025-04-29,46.02564239501953,46.09441039985777,45.42637888822559,45.642505297327844,4245100
2025-04-30,46.07476806640625,46.41860810892368,45.29866768749504,46.22212647852427,7678800
2025-05-01,45.78004455566406,46.300721447555894,45.67198321723225,45.80951923666861,5583100
2025-05-02,45.66215133666992,46.123882556109024,45.26919186588291,46.084585484757824,5880700
2025-05-05,45.19060134887695,45.66215500019968,44.75834477205828,45.58356459876687,3902700
2025-05-06,45.47549819946289,45.78986729123204,45.062886424281395,45.180777644376214,6446700
2025-05-07,45.52461624145508,45.91757946764567,45.347783164426815,45.52461624145508,6131300
2025-05-08,44.306434631347656,45.504969136094125,44.23766662673845,45.29866512226651,6328800
2025-05-09,44.41450119018555,44.53239241422505,44.01171554365553,44.355559325741105,4695200
2025-05-12,43.225093841552734,44.10723799651857,42.957476438187534,43.918916319051945,9911000
2025-05-13,42.59074401855469,43.383682388411394,42.5213621475065,43.20527078256509,9604200
2025-05-14,41.87709426879883,42.34294717828605,41.341859493774535,42.29338546202121,12273000
2025-05-15,43.04668045043945,43.15571017850493,42.12488847083078,42.25374212954709,8463800
2025-05-16,43.70085525512695,43.73058926073698,42.64029953671653,42.719591478686006,7844100
2025-05-19,43.998207092285156,44.037854954178655,43.27465062735587,43.48279623075439,6429400
2025-05-20,43.869354248046875,44.22617744967231,43.83962024158752,43.918915966850186,6025600
2025-05-21,43.79997253417969,44.07750379255429,43.621560932734695,43.750414596229035,6893500
2025-05-22,43.036766052246094,43.7801464276573,42.78897259377569,43.75041242256985,6790500
2025-05-23,43.28456115722656,43.512534474995995,42.61056640309471,43.512534474995995,9679500
2025-05-27,43.52244567871094,43.76032907771273,43.145798539053246,43.44315373306257,8395500
2025-05-28,42.89800262451172,43.453061336589585,42.70968095590958,43.344031609125345,4359200
2025-05-29,43.31429672241211,43.443150377795774,42.63038436624563,42.739414091491184,5312400
2025-05-30,43.4332389831543,43.591826652216724,43.09623971376811,43.42332890803777,20942200
2025-06-02,43.40350341796875,43.42332734851812,42.88809256676943,43.19535781874253,4313000
2025-06-03,43.076416015625,43.50262108747958,42.52136106141684,43.40350521166478,7448100
2025-06-04,42.372684478759766,43.135888840053816,42.35286054691764,43.07641704452744,5537300
2025-06-05,42.481712341308594,42.709681875904366,42.11497907096133,42.37268261149578,5804400
2025-06-06,42.24382781982422,42.6502089412295,41.98612428618863,42.57091700050629,7264600
2025-06-09,41.827537536621094,42.3033005344285,41.738331738217944,42.025773064297894,8034400
2025-06-10,42.54117965698242,42.54117965698242,41.777979122839284,41.906829000483725,6366100
2025-06-11,42.50153732299805,42.66012499363867,42.184361981716805,42.392507590489814,6526100
2025-06-12,43.254825592041016,43.35394524424406,42.62047494205402,42.650208947200866,7719700
2025-06-13,42.86827087402344,43.304386025791274,42.75924114082439,43.18544621731429,5163800
2025-06-16,42.30329895019531,43.10615110575735,42.065415569686095,42.86826772524813,4796200
2025-06-17,42.0158576965332,42.37268087730659,41.88700404102546,42.37268087730659,3676700
2025-06-18,41.996036529541016,42.17444813166645,41.80771485219897,42.1348002687434,4343100
2025-06-20,42.22400665283203,42.49162405971543,41.956393026977004,42.14471470691938,12635000
2025-06-23,42.81871032714844,42.907916123329024,42.38259142091974,42.521358933555845,5131200
2025-06-24,42.7195930480957,42.917828581844326,42.481713432420015,42.67003510991563,4835400
2025-06-25,41.916744232177734,42.56100498463135,41.85727243829334,42.54118105333655,4607400
2025-06-26,42.13479995727539,42.33303548939696,41.85727248092216,42.035684081728746,4543400
2025-06-27,42.53126907348633,42.709680666121244,42.01585822598858,42.22400382371995,7322600
2025-06-30,43.036766052246094,43.0764139130481,42.29338567683488,42.31320960723589,7186300
