Price,Close,High,Low,Open,Volume
Ticker,ROP,ROP,ROP,ROP,ROP
Date,,,,,
2025-04-29,554.4385375976562,556.3226683309165,550.3114723161763,551.6970987835449,716500
2025-04-30,558.33642578125,559.1538803315796,546.0447934042628,553.1725589980778,670400
2025-05-01,555.8541870117188,562.4535733469403,554.7974893435604,562.3837839633175,590200
2025-05-02,564.2777709960938,567.6273568188985,560.3500346494421,560.3500346494421,556000
2025-05-05,569.3519897460938,573.5289480684728,561.5563273018022,564.1581873694154,647800
2025-05-06,567.9264526367188,572.233011145474,559.1937140643937,563.6896835091294,584900
2025-05-07,572.5021362304688,574.6354887260204,567.7170914438715,568.6541675314875,396000
2025-05-08,573.1900024414062,580.3576215880478,570.7376996418864,574.9644903047746,485200
2025-05-09,568.7039794921875,572.7513375894929,562.6130155617487,572.7513375894929,333200
2025-05-12,574.04736328125,578.1146179114749,565.0354670153273,578.1146179114749,750900
2025-05-13,575.2734985351562,580.7563761787446,573.6685253186859,576.0211636683729,554600
2025-05-14,564.1781616210938,575.074127885632,561.735776603337,571.0267695986895,623100
2025-05-15,572.6118774414062,572.9807207382237,563.5202734992994,563.9788025466131,515800
2025-05-16,581.0654296875,581.2050084535845,572.4323552303649,577.2074823281474,611500
2025-05-19,578.6629028320312,582.2118785656357,576.5994005170288,579.9389472546953,533500
2025-05-20,576.4099731445312,576.8685021591743,571.9538572414766,576.1108584104567,460200
2025-05-21,571.0267944335938,582.1321293295508,568.1557552352647,571.9738491769921,432200
2025-05-22,567.2984008789062,571.3059054428936,566.6803359062204,566.6803359062204,346400
2025-05-23,565.2648315429688,567.9563776084156,562.0448453477995,562.6728889884438,375100
2025-05-27,572.0336303710938,572.9407706498612,566.6603955452872,569.4317702462931,433700
2025-05-28,567.3582763671875,574.7551605210059,566.8797901002475,572.4822899078899,360900
2025-05-29,562.5133666992188,569.7407964179856,560.7887110605936,568.3551090828631,782000
2025-05-30,568.4946899414062,570.9171177132777,561.4466925296381,563.1912445371506,808800
2025-06-02,564.9258422851562,566.610583587389,561.3270951631274,564.1781771068604,385700
2025-06-03,566.1021728515625,566.4411411777003,560.0909763373312,562.6330258253424,332500
2025-06-04,566.24169921875,567.5176827243238,561.5463403354532,565.5139913017856,737200
2025-06-05,567.7171020507812,569.3021789688112,563.7395331173254,566.6404471790089,656700
2025-06-06,571.0865478515625,573.2099216463159,569.2123957618727,571.0067798693021,336700
2025-06-09,571.2959594726562,574.6953170166056,566.4311465519145,570.4585477080395,419300
2025-06-10,570.3987426757812,572.5320952578387,560.9781492433651,560.9781492433651,352900
2025-06-11,567.786865234375,572.0136556938867,566.9494535182718,570.2990395375407,336700
2025-06-12,570.2492065429688,571.2959255527315,567.9962325562515,568.2853078347135,274900
2025-06-13,559.0043334960938,569.0629491667116,558.5258472508423,564.9158655573721,436800
2025-06-16,563.8990478515625,566.1321257393355,560.7289546380025,560.7289546380025,372600
2025-06-17,560.82861328125,564.148202636909,557.8279741694116,563.5600734768994,454900
2025-06-18,554.0198974609375,560.8286520588173,553.312085854125,560.8286520588173,447100
2025-06-20,560.2404174804688,562.6030343899373,556.0435628848596,557.2397783996716,1124300
2025-06-23,564.4174194335938,564.5270623900872,556.4024706378054,560.8386295251416,374700
2025-06-24,569.2423706054688,569.7706890169565,561.5264758228382,566.7301961757204,460600
2025-06-25,565.175048828125,571.3158452223611,561.2373334925215,569.062931988877,494400
2025-06-26,563.5501098632812,564.616786107682,556.5420268586704,564.3177322179307,509800
2025-06-27,561.7557373046875,567.5974798375856,558.9046554214823,563.5501215254739,653000
2025-06-30,565.0753784179688,565.8628971385847,560.2504192102018,562.932047316028,910300
2025-07-01,570.9271240234375,573.1601409661956,564.1482443605884,565.4741209872816,563400
2025-07-02,564.3177490234375,569.9501234577804,561.8155531885693,569.9501234577804,460600
2025-07-03,571.2161865234375,573.0205493559622,566.9594600434702,568.1756936856667,244000
2025-07-07,564.2379760742188,573.9775803966888,563.5601002948405,571.2161842588822,651900
2025-07-08,563.6539306640625,568.3960551141986,561.2578855156733,563.514148161382,699400
2025-07-09,557.7138061523438,570.4126875231145,550.5956226051436,565.0615888675304,861800
2025-07-10,548.888427734375,554.9583642479042,543.7669283220162,552.6721829694712,944600
2025-07-11,546.5523681640625,551.0548396871052,544.8451812988003,548.9184339804643,743000
2025-07-14,547.4208984375,547.6704839432065,540.3027149400363,545.1147308021312,545800
2025-07-15,543.9166870117188,550.1064194990461,543.8767752685857,547.5106937803816,669100
2025-07-16,544.3259887695312,548.0398526925186,541.0015537843741,544.6854381990822,669500
2025-07-17,545.4441528320312,546.0831063660598,542.3792963705997,542.3792963705997,461000
2025-07-18,543.88671875,548.6089178668526,539.5040436596142,548.6089178668526,642200
2025-07-21,550.9949340820312,555.0082886224637,534.8118484469921,548.7087527234365,914200
2025-07-22,562.9052124023438,563.6938806913886,550.5057601781499,553.2412076657341,812400
2025-07-23,556.0964965820312,565.3011808425924,555.4974548041578,562.9151287687473,885400
2025-07-24,559.44091796875,561.9267798717605,553.2911578804734,555.6172509358103,544500
2025-07-25,562.0965576171875,562.4758715396121,556.1863287671238,559.7704035628008,278500
2025-07-28,558.1031494140625,563.2245877405425,557.8335775791049,560.6888210335446,439600
2025-07-29,562.12646484375,562.3960366925733,555.2678599251568,560.7687342977551,695800
2025-07-30,551.4242553710938,563.7437617130652,549.0382033311146,562.6456098701593,666600
