Price,Close,High,Low,Open,Volume
Ticker,AXON,AXON,AXON,AXON,AXON
Date,,,,,
2025-04-29,611.1300048828125,612.030029296875,598.8099975585938,603.5700073242188,399500
2025-04-30,613.2999877929688,614.760009765625,585.489990234375,591.5900268554688,519600
2025-05-01,621.0999755859375,627.72998046875,613.02001953125,617.9600219726562,450500
2025-05-02,628.1599731445312,638.3499755859375,626.4600219726562,632.1799926757812,507900
2025-05-05,621.4000244140625,631.1599731445312,620.989990234375,624.989990234375,358100
2025-05-06,601.6699829101562,612.780029296875,597.5599975585938,608.969970703125,759300
2025-05-07,601.8200073242188,607.5999755859375,594.52001953125,602.010009765625,886300
2025-05-08,686.8300170898438,698.27001953125,644.6099853515625,646.3800048828125,1693000
2025-05-09,684.5900268554688,697.3900146484375,677.6099853515625,684.010009765625,642400
2025-05-12,693.0999755859375,703.0,667.0,700.0,878000
2025-05-13,724.77001953125,732.1699829101562,694.7100219726562,695.0,868800
2025-05-14,728.530029296875,730.760009765625,715.5900268554688,725.0,566000
2025-05-15,728.3900146484375,732.219970703125,722.0,725.5,569900
2025-05-16,733.1799926757812,735.6799926757812,724.739990234375,732.0,420500
2025-05-19,742.3200073242188,742.3400268554688,721.0499877929688,721.989990234375,425600
2025-05-20,742.75,744.510009765625,734.8900146484375,741.4099731445312,383500
2025-05-21,735.3800048828125,748.7999877929688,730.010009765625,738.0,570700
2025-05-22,723.75,735.0,722.030029296875,734.0700073242188,510400
2025-05-23,731.3699951171875,735.4299926757812,714.0,717.97998046875,422400
2025-05-27,746.0800170898438,748.1400146484375,736.6300048828125,740.5800170898438,477500
2025-05-28,751.0,755.0499877929688,743.6300048828125,748.8099975585938,524500
2025-05-29,730.2899780273438,754.8099975585938,729.1599731445312,753.1900024414062,535400
2025-05-30,750.3599853515625,751.989990234375,729.1400146484375,731.010009765625,1121100
2025-06-02,758.5700073242188,765.0,742.7999877929688,755.0,521000
2025-06-03,759.0700073242188,766.260009765625,750.0,761.0,503300
2025-06-04,780.0,780.6199951171875,757.4500122070312,760.0,558100
2025-06-05,788.3599853515625,793.239990234375,773.989990234375,780.530029296875,682200
2025-06-06,791.8499755859375,798.1599731445312,784.6400146484375,794.9199829101562,443700
2025-06-09,783.7999877929688,806.6400146484375,775.8599853515625,795.8300170898438,537200
2025-06-10,762.6599731445312,787.6099853515625,751.25,778.5399780273438,600200
2025-06-11,778.3599853515625,782.7899780273438,746.9000244140625,764.6699829101562,487400
2025-06-12,775.2000122070312,781.1199951171875,772.6099853515625,773.1599731445312,350100
2025-06-13,780.6300048828125,786.77001953125,767.5999755859375,771.8099975585938,359000
2025-06-16,780.6099853515625,797.5,779.280029296875,786.3699951171875,471000
2025-06-17,777.5399780273438,782.75,770.2000122070312,776.3900146484375,445600
2025-06-18,770.7899780273438,779.8900146484375,761.9000244140625,775.8499755859375,482800
2025-06-20,777.3200073242188,781.0,767.0800170898438,780.280029296875,1182000
2025-06-23,783.239990234375,791.3800048828125,767.3200073242188,773.47998046875,391200
2025-06-24,794.25,799.6599731445312,758.239990234375,785.0,743500
2025-06-25,785.0700073242188,801.0,780.6599731445312,800.0,440400
2025-06-26,803.9500122070312,805.47998046875,791.8099975585938,791.8099975585938,484300
2025-06-27,818.5999755859375,820.8300170898438,802.280029296875,804.8499755859375,1010900
2025-06-30,827.9400024414062,830.2100219726562,816.8599853515625,818.75,529900
2025-07-01,775.3800048828125,829.5,765.5,825.8900146484375,997400
