Price,Close,High,Low,Open,Volume
Ticker,APP,APP,APP,APP,APP
Date,,,,,
2025-04-25,276.8299865722656,278.8800048828125,266.5050048828125,272.29998779296875,5770400
2025-04-28,284.9800109863281,286.8280029296875,273.5,278.6400146484375,6313800
2025-04-29,288.8800048828125,291.3900146484375,281.2699890136719,286.5,4797100
2025-04-30,269.30999755859375,273.80999755859375,246.0,247.91000366210938,9277900
2025-05-01,279.489990234375,288.25,276.79998779296875,282.0,5912200
2025-05-02,307.5799865722656,309.3420104980469,286.8450012207031,291.989990234375,6998000
2025-05-05,301.8399963378906,306.7900085449219,295.4100036621094,299.19000244140625,4444600
2025-05-06,304.6199951171875,307.2699890136719,290.9599914550781,294.6449890136719,4539500
2025-05-07,303.4599914550781,304.5199890136719,292.8699951171875,300.54998779296875,11595900
2025-05-08,339.510009765625,357.6400146484375,335.1300048828125,344.0,14355300
2025-05-09,328.5400085449219,351.375,328.5199890136719,343.0450134277344,7760100
2025-05-12,347.8999938964844,358.6700134277344,343.3699951171875,350.55999755859375,7826600
2025-05-13,370.1000061035156,380.70001220703125,347.70001220703125,348.5299987792969,9729200
2025-05-14,376.5400085449219,379.5799865722656,368.45001220703125,373.489990234375,6324300
2025-05-15,366.6099853515625,378.2300109863281,361.44000244140625,373.94000244140625,6322200
2025-05-16,362.3399963378906,373.7300109863281,358.0,369.260009765625,4740200
2025-05-19,370.6300048828125,375.8399963378906,354.010009765625,355.2699890136719,6224300
2025-05-20,363.05499267578125,371.447998046875,360.864013671875,371.447998046875,5533500
2025-05-21,358.3500061035156,374.57000732421875,358.0,359.67999267578125,7567100
2025-05-22,351.4700012207031,367.4700012207031,350.8169860839844,360.5199890136719,5329400
2025-05-23,354.2900085449219,356.54998779296875,340.20001220703125,341.7200012207031,5318800
2025-05-27,380.9100036621094,384.3599853515625,355.1600036621094,362.0,7683400
2025-05-28,390.260009765625,392.8699951171875,375.1199951171875,381.3800048828125,6778300
2025-05-29,384.2300109863281,402.90301513671875,381.42999267578125,400.0950012207031,5134100
2025-05-30,393.0,394.239990234375,372.5299987792969,386.8699951171875,7840300
2025-06-02,401.9100036621094,402.25,381.6000061035156,392.30999755859375,6202100
