Ticker,Weight,Investment($),Price,Shares,Spent($),CurrentValue($)
AVGO,0.04095190871814636,409.5190871814636,354.1300048828125,1.1564088937252868,409.5190871814636,409.5190871814636
WDAY,0.25147687594013096,2514.7687594013096,242.75,10.35950055366142,2514.7687594013096,2514.7687594013096
MDLZ,0.2718727717263222,2718.7277172632216,60.77000045776367,44.737990732002544,2718.7277172632216,2718.7277172632216
AZN,0.07199491811278085,719.9491811278084,83.29000091552734,8.643884898716477,719.9491811278084,719.9491811278084
AMAT,0.23828193168690637,2382.8193168690636,228.75,10.416696467187164,2382.8193168690636,2382.8193168690636
TTWO,0.1254215938157132,1254.2159381571319,255.1199951171875,4.9161804725694545,1254.2159381571319,1254.2159381571319
